Approvable ID,sum(Approver Count)
Invoice 54824,1
Invoice 101975,1
Invoice 13596,1
Invoice 59813,1
Invoice 101463,1
Invoice 57542,1
Invoice 28717,1
Invoice 81323,1
Invoice 125226,1
Invoice 53560,1
Invoice 77590,1
Invoice 141356,2
Invoice 139611,2
Invoice 112546,1
Invoice 124788,1
Invoice 57663,1
Invoice 136134,1
Invoice 112459,1
Invoice 79902,1
Invoice 40588,1
Invoice 77194,1
Invoice 12864,2
Invoice 127752,2
Invoice 124137,2
Invoice 8094,2
Invoice 64836,2
Invoice 114870,2
Invoice 56570,2
Invoice 46149,2
Invoice 49668,2
Invoice 134376,2
Invoice 122883,2
Invoice 47245,2
Invoice 98663,2
Invoice 101650,2
Invoice 53827,2
Invoice 69230,2
Invoice 58411,2
Invoice 114211,2
Invoice 82571,2
Invoice 92107,2
Invoice 34155,1
Invoice 103795,2
Invoice 76149,2
Invoice 32057,2
Invoice 7044,2
Invoice 73603,2
Invoice 32770,2
Invoice 99894,2
Invoice 79418,3
Invoice 124998,2
Invoice 41524,2
Invoice 108234,2
Invoice 136486,3
Invoice 105647,2
Invoice 138372,3
Invoice 106297,2
Invoice 25378,3
Invoice 21405,2
Invoice 77907,2
Invoice 49638,2
Invoice 39019,2
Invoice 3890,2
Invoice 97882,2
Invoice 44786,2
Invoice 129281,2
Invoice 85753,2
Invoice 119095,1
Invoice 32623,1
Invoice 46783,2
Invoice 88028,2
Invoice 6008,2
Invoice 76249,2
Invoice 15426,2
Invoice 123655,2
Invoice 58227,2
Invoice 105709,2
Invoice 28207,2
Invoice 108225,2
Invoice 31555,2
Invoice 30564,2
Invoice 98840,2
Invoice 33638,2
Invoice 123261,2
Invoice 109709,2
Invoice 81610,2
Invoice 34200,2
Invoice 76109,2
Invoice 382,2
Invoice 15308,2
Invoice 24181,2
Invoice 44636,2
Invoice 128739,2
Invoice 127301,2
Invoice 51028,2
Invoice 55879,2
Invoice 78827,2
Invoice 50601,2
Invoice 141928,2
Invoice 109989,2
Invoice 127276,2
Invoice 51080,3
Invoice 102028,2
Invoice 126436,2
Invoice 7770,2
Invoice 37056,2
Invoice 85812,2
Invoice 11261,2
Invoice 3757,2
Invoice 135207,2
Invoice 48911,1
Invoice 51128,2
Invoice 9492,2
Invoice 99170,2
Invoice 97031,2
Invoice 19695,2
Invoice 44967,2
Invoice 9516,2
Invoice 59991,2
Invoice 127949,2
Invoice 57501,1
Invoice 100048,1
Invoice 65563,1
Invoice 1733,2
Invoice 73136,2
Invoice 75080,2
Invoice 96456,1
Invoice 16605,1
Invoice 28092,2
Invoice 106124,2
Invoice 2724,2
Invoice 1141,2
Invoice 46028,2
Invoice 81051,2
Invoice 77156,2
Invoice 119265,2
Invoice 120226,2
Invoice 6214,2
Invoice 13009,2
Invoice 2611,2
Invoice 43029,1
Invoice 131975,1
Invoice 20008,1
Invoice 75001,1
Invoice 126708,2
Invoice 64523,2
Invoice 66914,2
Invoice 41535,2
Invoice 101682,2
Invoice 120063,2
Invoice 99997,2
Invoice 133667,2
Invoice 137643,2
Invoice 45220,2
Invoice 82245,2
Invoice 461,2
Invoice 134776,2
Invoice 135551,3
Invoice 28702,2
Invoice 96468,2
Invoice 136682,3
Invoice 36783,3
Invoice 127621,2
Invoice 136049,2
Invoice 134717,2
Invoice 69175,2
Invoice 138886,2
Invoice 133278,2
Invoice 120862,2
Invoice 100687,2
Invoice 65774,2
Invoice 2524,2
Invoice 16858,2
Invoice 41950,2
Invoice 136727,1
Invoice 3549,1
Invoice 83133,1
Invoice 114765,1
Invoice 49343,1
Invoice 78568,1
Invoice 8083,1
Invoice 3002,2
Invoice 53853,2
Invoice 34536,2
Invoice 109472,2
Invoice 55811,2
Invoice 45193,2
Invoice 58670,2
Invoice 1754,2
Invoice 96067,2
Invoice 5085,1
Invoice 19448,1
Invoice 13782,1
Invoice 123173,1
Invoice 28905,1
Invoice 56159,2
Invoice 133327,2
Invoice 121395,2
Invoice 69041,2
Invoice 3003,2
Invoice 56349,2
Invoice 123519,2
Invoice 102052,2
Invoice 79004,2
Invoice 45896,2
Invoice 90970,2
Invoice 70763,2
Invoice 112957,2
Invoice 62835,2
Invoice 115905,2
Invoice 28752,2
Invoice 83660,2
Invoice 120708,2
Invoice 53921,2
Invoice 140970,2
Invoice 56181,2
Invoice 34468,2
Invoice 55979,2
Invoice 68873,2
Invoice 4798,2
Invoice 61810,2
Invoice 29145,2
Invoice 119686,2
Invoice 74664,2
Invoice 529,2
Invoice 73074,2
Invoice 94140,2
Invoice 110308,2
Invoice 1698,2
Invoice 28499,2
Invoice 114889,1
Invoice 11258,2
Invoice 88042,2
Invoice 89779,2
Invoice 23964,2
Invoice 75424,2
Invoice 15330,2
Invoice 38307,2
Invoice 77974,2
Invoice 56108,2
Invoice 31646,2
Invoice 489,2
Invoice 65213,2
Invoice 139560,2
Invoice 76894,2
Invoice 22285,2
Invoice 19191,2
Invoice 33371,2
Invoice 127154,2
Invoice 91302,2
Invoice 74843,2
Invoice 15180,2
Invoice 80441,2
Invoice 99195,2
Invoice 48892,2
Invoice 20771,2
Invoice 20340,2
Invoice 111635,2
Invoice 141284,2
Invoice 77610,2
Invoice 10895,2
Invoice 63866,2
Invoice 101204,2
Invoice 93305,2
Invoice 9810,2
Invoice 113704,2
Invoice 85872,2
Invoice 128973,2
Invoice 116918,2
Invoice 45641,2
Invoice 78648,2
Invoice 18346,2
Invoice 93997,2
Invoice 135066,2
Invoice 101125,2
Invoice 22141,2
Invoice 102218,2
Invoice 28638,2
Invoice 6674,2
Invoice 18875,2
Invoice 93188,2
Invoice 138267,2
Invoice 127645,2
Invoice 45445,2
Invoice 131986,2
Invoice 77133,2
Invoice 110879,2
Invoice 129406,2
Invoice 15469,2
Invoice 51443,2
Invoice 91233,2
Invoice 104680,2
Invoice 140676,2
Invoice 125984,2
Invoice 96853,2
Invoice 46199,2
Invoice 96560,2
Invoice 66871,2
Invoice 18008,2
Invoice 54102,2
Invoice 134872,2
Invoice 15130,2
Invoice 73866,2
Invoice 91577,2
Invoice 59893,2
Invoice 124524,2
Invoice 37168,2
Invoice 135361,2
Invoice 786,2
Invoice 97714,2
Invoice 90677,2
Invoice 120567,2
Invoice 57128,2
Invoice 70788,3
Invoice 48173,1
Invoice 103489,2
Invoice 14719,2
Invoice 36376,2
Invoice 113179,2
Invoice 80065,2
Invoice 84035,2
Invoice 56775,2
Invoice 31416,2
Invoice 106445,2
Invoice 111458,2
Invoice 104144,2
Invoice 34165,2
Invoice 109984,2
Invoice 21445,2
Invoice 71988,2
Invoice 12320,2
Invoice 141806,2
Invoice 18600,2
Invoice 109237,2
Invoice 128619,2
Invoice 97700,2
Invoice 7319,2
Invoice 89691,2
Invoice 118750,2
Invoice 48747,2
Invoice 137466,2
Invoice 25592,2
Invoice 73827,2
Invoice 13434,2
Invoice 14804,2
Invoice 133811,2
Invoice 101198,2
Invoice 76648,2
Invoice 132743,2
Invoice 111505,2
Invoice 66133,2
Invoice 96666,2
Invoice 25128,1
Invoice 138720,2
Invoice 136673,2
Invoice 2119,2
Invoice 117390,2
Invoice 100002,2
Invoice 106543,2
Invoice 102634,2
Invoice 82821,2
Invoice 32107,2
Invoice 30952,2
Invoice 126759,2
Invoice 51507,1
Invoice 67395,2
Invoice 135199,2
Invoice 72726,2
Invoice 97904,2
Invoice 100840,2
Invoice 52865,2
Invoice 135283,2
Invoice 107618,2
Invoice 13382,2
Invoice 24352,2
Invoice 95816,2
Invoice 14757,2
Invoice 39565,2
Invoice 107679,2
Invoice 44245,2
Invoice 5844,2
Invoice 30878,2
Invoice 5380,2
Invoice 97114,2
Invoice 49896,2
Invoice 36992,2
Invoice 35633,2
Invoice 139723,2
Invoice 119779,2
Invoice 90214,2
Invoice 102046,2
Invoice 48162,2
Invoice 123658,2
Invoice 16497,2
Invoice 112997,2
Invoice 36998,2
Invoice 10318,2
Invoice 109087,2
Invoice 44076,2
Invoice 9843,2
Invoice 67616,2
Invoice 23803,2
Invoice 108432,2
Invoice 101612,2
Invoice 38834,2
Invoice 45084,2
Invoice 13970,2
Invoice 100724,2
Invoice 91584,2
Invoice 84968,2
Invoice 82138,2
Invoice 66770,2
Invoice 137251,2
Invoice 106540,2
Invoice 118771,2
Invoice 54074,2
Invoice 134566,2
Invoice 80461,2
Invoice 59101,2
Invoice 33616,2
Invoice 39013,2
Invoice 66694,2
Invoice 133802,2
Invoice 65104,2
Invoice 41326,2
Invoice 111622,2
Invoice 23796,2
Invoice 102771,2
Invoice 74639,2
Invoice 54510,2
Invoice 112786,2
Invoice 137354,2
Invoice 58280,2
Invoice 78383,2
Invoice 9366,2
Invoice 141190,2
Invoice 60331,2
Invoice 79534,2
Invoice 78557,2
Invoice 29024,2
Invoice 73917,2
Invoice 41021,2
Invoice 85053,2
Invoice 133668,2
Invoice 98247,2
Invoice 3546,2
Invoice 96189,2
Invoice 88930,2
Invoice 6244,2
Invoice 43684,2
Invoice 91750,2
Invoice 3760,2
Invoice 122118,2
Invoice 89958,2
Invoice 35306,2
Invoice 111777,2
Invoice 86510,2
Invoice 54012,1
Invoice 88596,1
Invoice 57453,2
Invoice 59389,2
Invoice 130292,2
Invoice 29651,2
Invoice 79870,2
Invoice 69450,2
Invoice 15326,2
Invoice 81800,2
Invoice 108687,2
Invoice 89188,2
Invoice 106261,2
Invoice 101070,2
Invoice 136822,2
Invoice 122989,2
Invoice 104562,2
Invoice 66727,2
Invoice 127087,2
Invoice 96208,2
Invoice 109286,2
Invoice 5440,2
Invoice 15466,2
Invoice 68018,2
Invoice 90341,2
Invoice 13677,2
Invoice 78327,2
Invoice 136969,2
Invoice 107078,2
Invoice 12122,2
Invoice 23584,2
Invoice 121459,2
Invoice 58501,2
Invoice 77510,2
Invoice 87836,2
Invoice 79860,2
Invoice 6995,2
Invoice 12604,2
Invoice 11259,2
Invoice 13421,2
Invoice 111146,2
Invoice 48452,2
Invoice 21583,2
Invoice 72065,2
Invoice 7756,2
Invoice 71116,1
Invoice 94192,1
Invoice 26039,2
Invoice 70619,2
Invoice 105959,1
Invoice 111875,1
Invoice 16442,1
Invoice 136284,1
Invoice 60953,1
Invoice 76674,1
Invoice 160329,5
Invoice 372,2
Invoice 86688,2
Invoice 43916,2
Invoice 90354,2
Invoice 43765,2
Invoice 125438,2
Invoice 121435,2
Invoice 45644,2
Invoice 102840,2
Invoice 100703,2
Invoice 113317,2
Invoice 110514,2
Invoice 71238,2
Invoice 53450,2
Invoice 132376,2
Invoice 32003,2
Invoice 13235,2
Invoice 124981,2
Invoice 31664,2
Invoice 63619,2
Invoice 115792,2
Invoice 56097,2
Invoice 130444,2
Invoice 134959,2
Invoice 96418,2
Invoice 87701,2
Invoice 117926,2
Invoice 5053,2
Invoice 42522,2
Invoice 31494,2
Invoice 60034,2
Invoice 27610,2
Invoice 38621,2
Invoice 103508,2
Invoice 116192,2
Invoice 111538,2
Invoice 131393,2
Invoice 117359,2
Invoice 91190,2
Invoice 56317,2
Invoice 24907,2
Invoice 116572,2
Invoice 89760,2
Invoice 120606,2
Invoice 41740,2
Invoice 38169,2
Invoice 30316,2
Invoice 23269,2
Invoice 93091,2
Invoice 118290,2
Invoice 109282,2
Invoice 347,2
Invoice 44677,2
Invoice 27722,2
Invoice 8539,2
Invoice 125270,2
Invoice 19686,2
Invoice 67807,2
Invoice 35863,2
Invoice 24944,2
Invoice 119714,1
Invoice 122624,2
Invoice 21504,2
Invoice 129784,2
Invoice 30378,2
Invoice 134897,2
Invoice 10984,2
Invoice 107208,2
Invoice 21845,2
Invoice 140897,2
Invoice 134053,2
Invoice 124526,2
Invoice 135424,2
Invoice 45243,2
Invoice 7922,2
Invoice 15194,2
Invoice 54347,2
Invoice 24730,2
Invoice 109146,2
Invoice 88803,2
Invoice 63860,2
Invoice 6156,2
Invoice 10065,2
Invoice 69379,2
Invoice 1394,2
Invoice 61358,2
Invoice 46720,2
Invoice 34948,2
Invoice 141465,2
Invoice 15105,2
Invoice 46939,2
Invoice 36909,2
Invoice 19302,2
Invoice 101506,2
Invoice 118794,2
Invoice 110842,2
Invoice 36351,2
Invoice 127361,2
Invoice 116545,2
Invoice 70746,2
Invoice 1053,2
Invoice 14802,2
Invoice 36113,2
Invoice 91025,2
Invoice 114446,2
Invoice 135081,2
Invoice 56678,1
Invoice 103122,1
Invoice 43838,2
Invoice 140312,2
Invoice 35626,2
Invoice 116646,2
Invoice 91288,2
Invoice 52712,2
Invoice 100493,2
Invoice 67539,2
Invoice 51960,2
Invoice 139807,2
Invoice 117291,2
Invoice 139389,2
Invoice 29027,2
Invoice 88679,2
Invoice 97008,2
Invoice 124215,2
Invoice 1335,2
Invoice 34499,2
Invoice 64389,2
Invoice 134461,2
Invoice 83213,2
Invoice 69203,2
Invoice 41612,2
Invoice 117518,2
Invoice 128379,2
Invoice 26588,2
Invoice 22043,2
Invoice 29649,2
Invoice 1077,2
Invoice 108680,2
Invoice 30572,2
Invoice 119087,2
Invoice 40780,2
Invoice 116306,2
Invoice 45221,2
Invoice 64687,2
Invoice 139485,2
Invoice 126219,2
Invoice 78961,2
Invoice 37725,2
Invoice 136615,2
Invoice 8278,2
Invoice 94900,2
Invoice 73969,2
Invoice 98135,2
Invoice 31438,2
Invoice 59023,2
Invoice 8931,2
Invoice 7605,2
Invoice 13657,2
Invoice 114776,2
Invoice 11159,2
Invoice 74890,2
Invoice 31550,2
Invoice 34655,2
Invoice 130199,2
Invoice 55092,2
Invoice 8437,2
Invoice 95292,2
Invoice 109099,2
Invoice 81026,2
Invoice 91101,2
Invoice 131686,2
Invoice 84470,2
Invoice 1771,2
Invoice 1102,2
Invoice 134364,2
Invoice 116602,2
Invoice 151629,0
Invoice 154314,0
Invoice 14759,2
Invoice 140126,2
Invoice 102289,2
Invoice 46784,2
Invoice 55837,2
Invoice 134321,2
Invoice 101019,2
Invoice 7385,2
Invoice 70870,2
Invoice 32274,2
Invoice 6401,2
Invoice 47113,2
Invoice 90679,2
Invoice 77847,2
Invoice 41596,2
Invoice 140103,2
Invoice 138766,2
Invoice 29533,2
Invoice 118461,2
Invoice 9603,2
Invoice 122891,2
Invoice 117628,2
Invoice 31066,2
Invoice 70060,2
Invoice 92394,2
Invoice 5696,2
Invoice 128056,2
Invoice 141439,2
Invoice 26561,2
Invoice 109453,2
Invoice 132803,2
Invoice 103179,2
Invoice 63654,2
Invoice 16754,2
Invoice 44727,0
Invoice 67265,2
Invoice 59513,2
Invoice 26378,2
Invoice 107077,2
Invoice 90606,2
Invoice 26873,1
Invoice 106240,2
Invoice 86652,1
Invoice 54970,2
Invoice 3685,1
Invoice 92969,2
Invoice 36303,2
Invoice 16418,2
Invoice 51855,2
Invoice 757,2
Invoice 107427,2
Invoice 99519,2
Invoice 117173,2
Invoice 621,2
Invoice 102823,2
Invoice 47482,2
Invoice 87696,2
Invoice 112282,2
Invoice 41022,2
Invoice 14201,2
Invoice 96908,2
Invoice 48536,2
Invoice 117931,2
Invoice 111037,2
Invoice 98955,2
Invoice 31222,2
Invoice 124615,2
Invoice 128316,2
Invoice 61097,2
Invoice 92120,2
Invoice 38349,2
Invoice 25058,2
Invoice 92542,2
Invoice 135602,3
Invoice 126858,2
Invoice 112068,2
Invoice 96506,2
Invoice 33710,2
Invoice 102689,2
Invoice 122246,2
Invoice 123920,2
Invoice 140700,2
Invoice 56523,2
Invoice 43793,2
Invoice 117047,2
Invoice 134210,2
Invoice 132800,2
Invoice 138441,2
Invoice 73909,2
Invoice 45139,2
Invoice 129908,2
Invoice 41823,2
Invoice 136607,2
Invoice 114190,2
Invoice 82026,2
Invoice 47187,2
Invoice 134295,2
Invoice 4426,2
Invoice 32874,2
Invoice 117913,2
Invoice 2248,2
Invoice 75815,2
Invoice 101971,2
Invoice 125348,2
Invoice 818,2
Invoice 137256,2
Invoice 114876,2
Invoice 20768,2
Invoice 141156,2
Invoice 29688,2
Invoice 30551,2
Invoice 15496,2
Invoice 85204,3
Invoice 122135,2
Invoice 4249,2
Invoice 4594,2
Invoice 85697,2
Invoice 16801,2
Invoice 53288,2
Invoice 18488,2
Invoice 35748,2
Invoice 91088,2
Invoice 124247,2
Invoice 13052,2
Invoice 109763,2
Invoice 90201,2
Invoice 73830,2
Invoice 111716,2
Invoice 100977,2
Invoice 48677,2
Invoice 105744,2
Invoice 80068,2
Invoice 11616,2
Invoice 106666,2
Invoice 70439,2
Invoice 92577,2
Invoice 45982,2
Invoice 60892,2
Invoice 69174,2
Invoice 53321,2
Invoice 97794,2
Invoice 34969,2
Invoice 139335,2
Invoice 113116,2
Invoice 17966,2
Invoice 116127,2
Invoice 33958,2
Invoice 79503,2
Invoice 43728,2
Invoice 129175,2
Invoice 2326,2
Invoice 22146,2
Invoice 15825,2
Invoice 53133,2
Invoice 34449,2
Invoice 134285,2
Invoice 91039,2
Invoice 34962,2
Invoice 77203,2
Invoice 40698,1
Invoice 15018,2
Invoice 9142,2
Invoice 82102,2
Invoice 36282,2
Invoice 92704,2
Invoice 138359,2
Invoice 69114,2
Invoice 76602,2
Invoice 44031,2
Invoice 122383,2
Invoice 68169,2
Invoice 87462,2
Invoice 91263,2
Invoice 120995,2
Invoice 99297,2
Invoice 43318,2
Invoice 109392,2
Invoice 131048,2
Invoice 134322,2
Invoice 91204,2
Invoice 13266,2
Invoice 115298,2
Invoice 114463,2
Invoice 119036,2
Invoice 55436,2
Invoice 6955,2
Invoice 86522,2
Invoice 106901,2
Invoice 80220,2
Invoice 27482,2
Invoice 101205,2
Invoice 61646,2
Invoice 68446,2
Invoice 3933,2
Invoice 24693,2
Invoice 135142,2
Invoice 30540,2
Invoice 101136,2
Invoice 62240,2
Invoice 135464,2
Invoice 134688,2
Invoice 31656,2
Invoice 25594,2
Invoice 85552,2
Invoice 64845,2
Invoice 93514,2
Invoice 44561,2
Invoice 133805,2
Invoice 77543,2
Invoice 67322,2
Invoice 127903,2
Invoice 26385,2
Invoice 86591,2
Invoice 45678,2
Invoice 85657,2
Invoice 70129,2
Invoice 91774,2
Invoice 114799,2
Invoice 93635,2
Invoice 127447,2
Invoice 123558,2
Invoice 21638,2
Invoice 60373,2
Invoice 138288,2
Invoice 139411,2
Invoice 108442,2
Invoice 79152,2
Invoice 103269,2
Invoice 9592,2
Invoice 66806,2
Invoice 112598,2
Invoice 98086,2
Invoice 128408,2
Invoice 46328,3
Invoice 27484,2
Invoice 27116,2
Invoice 137084,2
Invoice 32408,2
Invoice 79235,2
Invoice 71501,2
Invoice 58456,2
Invoice 115962,2
Invoice 40472,2
Invoice 127892,2
Invoice 12106,2
Invoice 58183,2
Invoice 9086,2
Invoice 124428,2
Invoice 122832,2
Invoice 36575,2
Invoice 137050,2
Invoice 70803,2
Invoice 31719,2
Invoice 90342,2
Invoice 147321,0
Invoice 39183,2
Invoice 104401,2
Invoice 20866,2
Invoice 27743,2
Invoice 126478,2
Invoice 48918,2
Invoice 73519,2
Invoice 3013,2
Invoice 42837,2
Invoice 1407,2
Invoice 91765,2
Invoice 76445,2
Invoice 4879,2
Invoice 37774,2
Invoice 62458,2
Invoice 50239,2
Invoice 136148,2
Invoice 81914,2
Invoice 139374,2
Invoice 138903,2
Invoice 114102,2
Invoice 16875,2
Invoice 94222,2
Invoice 45353,2
Invoice 39857,2
Invoice 138472,2
Invoice 51802,2
Invoice 66722,2
Invoice 141334,2
Invoice 102646,2
Invoice 16010,2
Invoice 91125,2
Invoice 114243,2
Invoice 18250,2
Invoice 36777,2
Invoice 230,2
Invoice 109043,2
Invoice 57568,2
Invoice 130783,2
Invoice 9835,2
Invoice 93633,2
Invoice 12966,2
Invoice 74064,2
Invoice 115615,2
Invoice 126711,2
Invoice 62923,2
Invoice 11026,2
Invoice 75106,2
Invoice 20114,2
Invoice 6177,2
Invoice 74583,2
Invoice 102268,2
Invoice 85671,2
Invoice 24670,2
Invoice 28584,2
Invoice 71792,2
Invoice 56868,2
Invoice 127352,2
Invoice 110273,2
Invoice 81072,2
Invoice 100296,2
Invoice 55733,2
Invoice 137806,2
Invoice 4768,2
Invoice 18229,2
Invoice 10935,2
Invoice 15084,2
Invoice 22460,2
Invoice 139410,2
Invoice 103995,2
Invoice 125384,2
Invoice 104895,3
Invoice 119539,2
Invoice 114857,2
Invoice 57346,2
Invoice 87876,2
Invoice 70680,2
Invoice 46231,2
Invoice 44840,2
Invoice 106299,2
Invoice 138434,2
Invoice 83317,2
Invoice 66394,2
Invoice 3979,1
Invoice 40273,2
Invoice 135998,2
Invoice 4402,2
Invoice 50725,2
Invoice 103610,2
Invoice 106714,2
Invoice 70469,2
Invoice 129243,2
Invoice 41109,2
Invoice 7016,2
Invoice 53950,2
Invoice 134459,2
Invoice 93060,2
Invoice 49366,2
Invoice 20786,2
Invoice 39845,2
Invoice 42699,2
Invoice 100355,2
Invoice 51595,2
Invoice 112745,2
Invoice 73585,2
Invoice 112627,2
Invoice 118509,2
Invoice 80782,2
Invoice 138175,2
Invoice 137503,2
Invoice 119266,2
Invoice 101594,2
Invoice 98522,2
Invoice 67099,2
Invoice 72300,2
Invoice 89910,2
Invoice 32172,2
Invoice 116763,2
Invoice 133134,2
Invoice 20243,2
Invoice 94339,2
Invoice 21549,2
Invoice 11457,1
Invoice 61003,2
Invoice 65226,2
Invoice 18285,2
Invoice 17631,2
Invoice 103354,2
Invoice 133830,2
Invoice 19236,2
Invoice 27263,3
Invoice 77853,2
Invoice 73548,2
Invoice 105185,2
Invoice 18879,2
Invoice 29317,2
Invoice 94576,2
Invoice 77554,2
Invoice 125857,2
Invoice 70832,2
Invoice 55476,2
Invoice 16293,2
Invoice 106219,2
Invoice 44615,2
Invoice 30049,2
Invoice 112763,2
Invoice 35195,2
Invoice 29730,2
Invoice 77778,2
Invoice 7948,2
Invoice 31335,2
Invoice 136401,2
Invoice 139750,2
Invoice 64326,2
Invoice 120292,2
Invoice 106387,2
Invoice 103933,2
Invoice 59878,2
Invoice 102614,2
Invoice 136238,2
Invoice 5286,2
Invoice 38281,2
Invoice 122765,2
Invoice 14823,2
Invoice 66881,2
Invoice 112696,2
Invoice 2364,2
Invoice 58963,2
Invoice 113197,2
Invoice 53964,2
Invoice 23760,2
Invoice 104376,2
Invoice 135437,2
Invoice 102014,2
Invoice 26951,2
Invoice 28398,2
Invoice 17600,2
Invoice 77573,2
Invoice 6282,2
Invoice 18397,2
Invoice 136604,2
Invoice 139091,2
Invoice 1150,2
Invoice 7039,2
Invoice 12316,2
Invoice 94994,2
Invoice 129484,2
Invoice 82829,2
Invoice 75857,2
Invoice 126791,2
Invoice 108194,2
Invoice 108488,2
Invoice 7716,2
Invoice 96691,2
Invoice 117802,2
Invoice 96455,2
Invoice 3723,2
Invoice 98688,2
Invoice 64901,2
Invoice 71452,2
Invoice 126539,2
Invoice 93708,2
Invoice 120013,2
Invoice 9050,2
Invoice 40039,2
Invoice 123429,2
Invoice 45185,2
Invoice 38879,1
Invoice 54153,2
Invoice 135273,2
Invoice 92568,2
Invoice 68623,2
Invoice 11520,2
Invoice 48185,2
Invoice 55210,2
Invoice 55181,2
Invoice 81826,2
Invoice 48880,2
Invoice 106835,2
Invoice 5575,2
Invoice 37188,2
Invoice 126488,2
Invoice 43030,2
Invoice 57789,2
Invoice 121130,2
Invoice 24934,2
Invoice 16506,2
Invoice 6080,2
Invoice 137825,2
Invoice 58082,2
Invoice 18209,2
Invoice 65498,2
Invoice 57923,2
Invoice 110242,2
Invoice 105454,2
Invoice 45676,2
Invoice 39508,1
Invoice 116277,2
Invoice 75026,2
Invoice 36924,2
Invoice 125058,2
Invoice 12559,2
Invoice 109138,2
Invoice 55211,2
Invoice 133531,2
Invoice 42523,2
Invoice 106560,2
Invoice 80246,2
Invoice 58973,2
Invoice 91482,2
Invoice 58427,2
Invoice 127824,2
Invoice 122628,2
Invoice 102157,2
Invoice 68415,2
Invoice 3922,2
Invoice 59436,2
Invoice 44008,2
Invoice 28784,2
Invoice 54576,2
Invoice 78397,2
Invoice 56037,2
Invoice 49798,2
Invoice 27825,2
Invoice 19596,2
Invoice 121273,2
Invoice 34163,2
Invoice 94778,2
Invoice 3907,2
Invoice 92434,2
Invoice 84522,2
Invoice 39101,2
Invoice 50155,2
Invoice 104504,2
Invoice 117075,2
Invoice 101691,2
Invoice 67974,2
Invoice 136785,2
Invoice 18874,2
Invoice 119842,2
Invoice 1845,2
Invoice 45614,2
Invoice 121678,2
Invoice 70553,2
Invoice 61562,2
Invoice 11655,2
Invoice 16170,2
Invoice 59310,2
Invoice 74426,2
Invoice 71644,1
Invoice 117392,2
Invoice 10408,2
Invoice 83021,2
Invoice 100956,2
Invoice 91659,2
Invoice 5935,2
Invoice 134957,2
Invoice 127377,2
Invoice 2061,2
Invoice 23897,2
Invoice 80523,2
Invoice 64210,2
Invoice 107018,2
Invoice 27214,2
Invoice 123193,2
Invoice 95788,2
Invoice 103474,2
Invoice 73911,2
Invoice 53348,2
Invoice 86882,2
Invoice 108654,2
Invoice 124638,2
Invoice 51451,2
Invoice 51095,2
Invoice 103351,2
Invoice 28496,2
Invoice 18051,2
Invoice 103718,2
Invoice 89992,2
Invoice 85205,2
Invoice 116495,2
Invoice 10750,2
Invoice 2001,2
Invoice 73676,2
Invoice 61192,2
Invoice 11378,2
Invoice 122079,2
Invoice 137798,2
Invoice 17336,2
Invoice 17320,2
Invoice 68890,2
Invoice 110225,2
Invoice 50354,2
Invoice 110891,2
Invoice 138383,2
Invoice 84184,2
Invoice 87374,2
Invoice 2422,2
Invoice 112344,2
Invoice 46500,2
Invoice 37613,2
Invoice 57097,2
Invoice 8029,2
Invoice 11605,2
Invoice 73895,2
Invoice 120140,2
Invoice 10249,2
Invoice 115926,2
Invoice 5613,2
Invoice 120454,2
Invoice 112496,2
Invoice 95829,2
Invoice 59857,2
Invoice 130279,2
Invoice 27232,2
Invoice 19870,2
Invoice 45914,2
Invoice 15375,2
Invoice 34342,2
Invoice 93977,2
Invoice 134923,2
Invoice 1046,2
Invoice 64936,2
Invoice 39564,2
Invoice 102971,2
Invoice 18244,2
Invoice 81731,2
Invoice 92738,2
Invoice 39588,2
Invoice 23569,2
Invoice 113528,2
Invoice 92292,3
Invoice 25847,2
Invoice 68747,2
Invoice 94785,2
Invoice 58846,2
Invoice 122024,2
Invoice 125034,2
Invoice 89041,2
Invoice 66833,2
Invoice 54278,2
Invoice 24404,2
Invoice 62119,2
Invoice 133568,2
Invoice 92251,2
Invoice 124294,2
Invoice 11199,2
Invoice 12303,2
Invoice 5026,2
Invoice 117318,2
Invoice 52437,2
Invoice 48423,2
Invoice 55977,2
Invoice 36316,2
Invoice 78508,2
Invoice 64006,2
Invoice 123447,2
Invoice 70800,2
Invoice 102639,2
Invoice 21297,2
Invoice 40307,2
Invoice 126266,2
Invoice 61392,2
Invoice 102113,2
Invoice 11164,2
Invoice 110878,2
Invoice 90487,2
Invoice 118571,2
Invoice 42275,2
Invoice 73331,2
Invoice 86353,2
Invoice 62368,2
Invoice 56914,2
Invoice 7499,2
Invoice 109852,2
Invoice 105617,2
Invoice 89215,2
Invoice 131731,2
Invoice 102696,2
Invoice 138193,2
Invoice 99056,2
Invoice 6070,2
Invoice 102933,2
Invoice 107655,2
Invoice 59336,1
Invoice 114716,2
Invoice 29556,2
Invoice 23075,2
Invoice 139694,2
Invoice 122255,2
Invoice 16813,2
Invoice 12690,2
Invoice 104844,2
Invoice 135261,2
Invoice 30638,2
Invoice 22923,2
Invoice 99930,2
Invoice 124933,2
Invoice 43133,2
Invoice 39279,2
Invoice 47790,2
Invoice 64,2
Invoice 83760,2
Invoice 48033,2
Invoice 70505,2
Invoice 37680,2
Invoice 118401,2
Invoice 16487,2
Invoice 72896,2
Invoice 51365,2
Invoice 140404,2
Invoice 138671,2
Invoice 121754,2
