Invoice ID,sum(Invoice with Exception Count)
Invoice 131368,1
Invoice 139556,1
Invoice 63815,1
Invoice 110947,11
Invoice 181974,5
Invoice 191632,4
Invoice 271565,5
Invoice 225668,5
Invoice 194053,3
Invoice 206058,1
Invoice 167684,2
Invoice 14779,2
Invoice 237079,5
Invoice 261531,1
Invoice 208457,1
Invoice 226997,1
Invoice 231672,1
Invoice 196076,1
Invoice 233090,1
Invoice 261839,1
Invoice 269674,2
Invoice 177540,1
Invoice 274411,1
Invoice 260689,6
Invoice 258295,1
Invoice 224810,1
Invoice 208204,1
Invoice 251813,2
Invoice 275504,3
Invoice 198210,2
Invoice 233737,2
Invoice 200569,1
Invoice 261341,2
Invoice 234764,3
Invoice 267089,1
Invoice 215124,2
Invoice 174393,1
Invoice 237806,6
Invoice 240135,4
Invoice 201285,1
Invoice 206665,6
Invoice 205069,8
Invoice 181200,1
Invoice 226448,4
Invoice 171921,1
Invoice 215102,1
Invoice 255619,2
Invoice 244479,1
Invoice 182629,1
Invoice 272812,3
Invoice 77661,1
Invoice 249743,1
Invoice 243170,2
Invoice 194932,1
Invoice 240106,1
Invoice 274676,2
Invoice 171505,2
Invoice 172807,3
Invoice 210174,4
Invoice 197872,6
Invoice 225621,2
Invoice 197216,6
Invoice 226040,3
Invoice 177599,1
Invoice 253938,1
Invoice 184293,1
Invoice 271197,1
Invoice 88010,2
Invoice 185757,1
Invoice 140208,1
Invoice 257065,4
Invoice 190351,1
Invoice 210853,1
Invoice 272928,1
Invoice 206096,1
Invoice 249388,1
Invoice 207992,1
Invoice 206455,2
Invoice 218575,1
Invoice 196024,2
Invoice 224449,1
Invoice 240901,1
Invoice 217496,2
Invoice 258799,2
Invoice 176815,1
Invoice 208129,1
Invoice 160522,1
Invoice 127662,1
Invoice 15908,1
Invoice 104303,4
Invoice 201595,1
Invoice 113212,2
Invoice 196650,1
Invoice 264924,1
Invoice 175098,1
Invoice 243392,1
Invoice 218752,1
Invoice 160755,1
Invoice 163847,1
Invoice 220957,3
Invoice 172960,1
Invoice 236789,1
Invoice 207958,1
Invoice 203995,3
Invoice 221053,1
Invoice 266436,1
Invoice 225162,3
Invoice 206382,1
Invoice 245930,5
Invoice 253647,3
Invoice 200657,7
Invoice 246394,1
Invoice 263716,1
Invoice 220553,1
Invoice 170925,3
Invoice 194732,3
Invoice 164014,3
Invoice 199487,1
Invoice 216946,1
Invoice 235898,3
Invoice 262124,1
Invoice 273237,3
Invoice 257641,3
Invoice 254342,3
Invoice 184304,2
Invoice 154197,1
Invoice 135617,1
Invoice 144469,1
Invoice 123626,1
Invoice 549,1
Invoice 138981,1
Invoice 132381,1
Invoice 37018,1
Invoice 20054,1
Invoice 35081,1
Invoice 67053,1
Invoice 54240,1
Invoice 44119,1
Invoice 43995,1
Invoice 123377,1
Invoice 60871,1
Invoice 133500,1
Invoice 82564,1
Invoice 39798,1
Invoice 100556,1
Invoice 139321,1
Invoice 116555,1
Invoice 96536,1
Invoice 40728,1
Invoice 6656,1
Invoice 130434,1
Invoice 92260,1
Invoice 93900,1
Invoice 147947,1
Invoice 54509,1
Invoice 149005,1
Invoice 84059,1
Invoice 153992,1
Invoice 92908,1
Invoice 148465,1
Invoice 44473,2
Invoice 55266,1
Invoice 126197,1
Invoice 61329,1
Invoice 5849,1
Invoice 12496,1
Invoice 132765,1
Invoice 49837,1
Invoice 42811,1
Invoice 17685,1
Invoice 35569,1
Invoice 9232,1
Invoice 37274,1
Invoice 130613,1
Invoice 139790,1
Invoice 132330,1
Invoice 93924,1
Invoice 85842,1
Invoice 125636,1
Invoice 110229,1
Invoice 32487,1
Invoice 77394,1
Invoice 134320,1
Invoice 70713,1
Invoice 66760,1
Invoice 94625,1
Invoice 109487,1
Invoice 8729,1
Invoice 55756,1
Invoice 149142,1
Invoice 87664,1
Invoice 157746,1
Invoice 117868,1
Invoice 8859,1
Invoice 36481,1
Invoice 14496,1
Invoice 83116,1
Invoice 75125,1
Invoice 131598,1
Invoice 39275,1
Invoice 48062,1
Invoice 19390,1
Invoice 97734,1
Invoice 58118,1
Invoice 27219,1
Invoice 60655,1
Invoice 125419,1
Invoice 72580,1
Invoice 120300,1
Invoice 66362,1
Invoice 77384,1
Invoice 77912,1
Invoice 135305,1
Invoice 9909,1
Invoice 131346,1
Invoice 125119,1
Invoice 115946,1
Invoice 100502,1
Invoice 57206,1
Invoice 5117,1
Invoice 80119,1
Invoice 63976,1
Invoice 23560,1
Invoice 10720,1
Invoice 109308,1
Invoice 47907,1
Invoice 127575,1
Invoice 73283,1
Invoice 40508,1
Invoice 139238,1
Invoice 10602,1
Invoice 96868,1
Invoice 82606,1
Invoice 64054,1
Invoice 961,1
Invoice 87057,1
Invoice 125021,1
Invoice 34199,1
Invoice 89039,1
Invoice 4649,1
Invoice 81126,1
Invoice 33155,1
Invoice 26638,1
Invoice 112862,1
Invoice 53766,1
Invoice 120783,1
Invoice 65839,1
Invoice 9183,1
Invoice 21633,1
Invoice 41351,1
Invoice 104599,1
Invoice 574,1
Invoice 21711,1
Invoice 67340,1
Invoice 49231,1
Invoice 5213,1
Invoice 35303,1
Invoice 93101,1
Invoice 86835,1
Invoice 18037,1
Invoice 116071,1
Invoice 92831,1
Invoice 48041,1
Invoice 27546,1
Invoice 131960,1
Invoice 37185,1
Invoice 49727,1
Invoice 112590,1
Invoice 139198,1
Invoice 87286,1
Invoice 118273,1
Invoice 33016,1
Invoice 94848,1
Invoice 12271,1
Invoice 70464,1
Invoice 13631,1
Invoice 46249,1
Invoice 218531,1
Invoice 61939,1
Invoice 138400,1
Invoice 97819,1
Invoice 23283,1
Invoice 3272,1
Invoice 27449,1
Invoice 63542,1
Invoice 108671,1
Invoice 115743,1
Invoice 150147,1
Invoice 10749,1
Invoice 125914,1
Invoice 115007,1
Invoice 26742,1
Invoice 12743,1
Invoice 73939,1
Invoice 145340,1
Invoice 142889,1
Invoice 143553,1
Invoice 143658,1
Invoice 195232,1
Invoice 223019,1
Invoice 243111,2
Invoice 249147,2
Invoice 208447,1
Invoice 212703,5
Invoice 175591,5
Invoice 159579,5
Invoice 88926,2
Invoice 134092,1
Invoice 85774,1
Invoice 132415,1
Invoice 140608,1
Invoice 23475,1
Invoice 129790,1
Invoice 93409,1
Invoice 50673,1
Invoice 89614,1
Invoice 276786,2
Invoice 259308,2
Invoice 165023,2
Invoice 122800,1
Invoice 69090,1
Invoice 70952,1
Invoice 6707,1
Invoice 128601,1
Invoice 37614,1
Invoice 4163,1
Invoice 34266,1
Invoice 103931,1
Invoice 127920,1
Invoice 78560,1
Invoice 30576,1
Invoice 115999,1
Invoice 176292,2
Invoice 177602,2
Invoice 268676,2
Invoice 192377,1
Invoice 232230,2
Invoice 259638,1
Invoice 86405,2
Invoice 184484,1
Invoice 166565,1
Invoice 167316,2
Invoice 199220,2
Invoice 213605,2
Invoice 181532,1
Invoice 177156,2
Invoice 211240,1
Invoice 264420,2
Invoice 198777,1
Invoice 239482,1
Invoice 223282,1
Invoice 171896,1
Invoice 196988,1
Invoice 247303,1
Invoice 177354,1
Invoice 261085,2
Invoice 200885,1
Invoice 174016,1
Invoice 211957,2
Invoice 220272,2
Invoice 265126,1
Invoice 183592,1
Invoice 175374,2
Invoice 210470,1
Invoice 205012,1
Invoice 190610,1
Invoice 254347,1
Invoice 222096,1
Invoice 166412,1
Invoice 275559,1
Invoice 248349,1
Invoice 231194,1
Invoice 234808,2
Invoice 223660,2
Invoice 199567,1
Invoice 165310,2
Invoice 255253,1
Invoice 215579,1
Invoice 198751,1
Invoice 166347,1
Invoice 177696,1
Invoice 177038,2
Invoice 170378,2
Invoice 227049,2
Invoice 251644,4
Invoice 249466,4
Invoice 229400,4
Invoice 208545,4
Invoice 212342,3
Invoice 183256,1
Invoice 176167,1
Invoice 172870,2
Invoice 222437,1
Invoice 223569,1
Invoice 272821,1
Invoice 242734,3
Invoice 253014,2
Invoice 164591,2
Invoice 231452,2
Invoice 210753,2
Invoice 251910,2
Invoice 198518,2
Invoice 214651,2
Invoice 196745,2
Invoice 224738,2
Invoice 195640,2
Invoice 55997,1
Invoice 30107,2
Invoice 1546,1
Invoice 223103,1
Invoice 99905,2
Invoice 272431,2
Invoice 219364,1
Invoice 1618,1
Invoice 182155,1
Invoice 202949,2
Invoice 263742,1
Invoice 229177,2
Invoice 19327,1
Invoice 181758,2
Invoice 258876,1
Invoice 203893,1
Invoice 184305,2
Invoice 200097,1
Invoice 218041,2
Invoice 210580,1
Invoice 205685,1
Invoice 234172,1
Invoice 180760,1
Invoice 198273,1
Invoice 175697,1
Invoice 68410,7
Invoice 181447,2
Invoice 221448,7
Invoice 48645,1
Invoice 33685,1
Invoice 73623,1
Invoice 259531,1
Invoice 190071,1
Invoice 265012,1
Invoice 271835,1
Invoice 224351,1
Invoice 260981,1
Invoice 204739,1
Invoice 109559,2
Invoice 153758,3
Invoice 74472,1
Invoice 12730,1
Invoice 20208,1
Invoice 242578,1
Invoice 214345,1
Invoice 264876,1
Invoice 6095,1
Invoice 16190,1
Invoice 29617,1
Invoice 65133,1
Invoice 54838,1
Invoice 90188,1
Invoice 142421,1
Invoice 82383,1
Invoice 100279,1
Invoice 140152,1
Invoice 147317,1
Invoice 131528,1
Invoice 104370,1
Invoice 34640,1
Invoice 150023,1
Invoice 147993,1
Invoice 145981,1
Invoice 78289,1
Invoice 29735,1
Invoice 109033,1
Invoice 84734,1
Invoice 4007,1
Invoice 4168,1
Invoice 106809,1
Invoice 22878,1
Invoice 22833,1
Invoice 75601,1
Invoice 92565,1
Invoice 58845,1
Invoice 18615,1
Invoice 32162,1
Invoice 134241,1
Invoice 99053,1
Invoice 242546,1
Invoice 130982,1
Invoice 16549,1
Invoice 97064,1
Invoice 128061,1
Invoice 130563,1
Invoice 84197,1
Invoice 46443,1
Invoice 9405,1
Invoice 122615,1
Invoice 66888,1
Invoice 63691,1
Invoice 130501,1
Invoice 56782,1
Invoice 111608,1
Invoice 3774,1
Invoice 26024,1
Invoice 40560,1
Invoice 65595,1
Invoice 67809,1
Invoice 120994,1
Invoice 78167,1
Invoice 103258,1
Invoice 57497,1
Invoice 88347,1
Invoice 41874,1
Invoice 49571,1
Invoice 105105,1
Invoice 38201,1
Invoice 106592,1
Invoice 54397,1
Invoice 9554,1
Invoice 20629,1
Invoice 111822,1
Invoice 46140,1
Invoice 57613,1
Invoice 114487,1
Invoice 17222,1
Invoice 257975,3
Invoice 176527,1
Invoice 268315,2
Invoice 234496,3
Invoice 190137,5
Invoice 224168,5
Invoice 235497,9
Invoice 172342,13
Invoice 244828,1
Invoice 216943,1
Invoice 178717,1
Invoice 181840,9
Invoice 184977,5
Invoice 274336,1
Invoice 275266,3
Invoice 9460,2
Invoice 167536,1
Invoice 191007,2
Invoice 173946,2
Invoice 106071,1
Invoice 229732,2
Invoice 235854,1
Invoice 232738,25
Invoice 205827,12
Invoice 276827,2
Invoice 225491,7
Invoice 229404,1
Invoice 241267,3
Invoice 255095,1
Invoice 209208,1
Invoice 198338,1
Invoice 248044,1
Invoice 245167,1
Invoice 159618,7
Invoice 207620,7
Invoice 240687,9
Invoice 218261,1
Invoice 223328,26
Invoice 249397,1
Invoice 255522,1
Invoice 188606,1
Invoice 217838,1
Invoice 165517,1
Invoice 266009,1
Invoice 175369,2
Invoice 188945,1
Invoice 176132,1
Invoice 176196,1
Invoice 186798,1
Invoice 200651,1
Invoice 243564,1
Invoice 273834,1
Invoice 198499,1
Invoice 221869,1
Invoice 182914,1
Invoice 187488,1
Invoice 185499,1
Invoice 131730,1
Invoice 111247,1
Invoice 243166,2
Invoice 244818,1
Invoice 194202,3
Invoice 226722,1
Invoice 204473,1
Invoice 234052,2
Invoice 184594,4
Invoice 101397,1
Invoice 256953,1
Invoice 181381,1
Invoice 94060,1
Invoice 267124,1
Invoice 223941,1
Invoice 10804,1
Invoice 232742,1
Invoice 231446,1
Invoice 54663,1
Invoice 90776,2
Invoice 231865,1
Invoice 211310,2
Invoice 52168,2
Invoice 261332,1
Invoice 253392,2
Invoice 48554,2
Invoice 276808,3
Invoice 198989,1
Invoice 193406,1
Invoice 22501,5
Invoice 272766,1
Invoice 191568,1
Invoice 262968,2
Invoice 256881,3
Invoice 253112,2
Invoice 246742,3
Invoice 263958,5
Invoice 238371,1
Invoice 154485,1
Invoice 76473,2
Invoice 258074,1
Invoice 11084,1
Invoice 74130,1
Invoice 130018,1
Invoice 70347,1
Invoice 8523,1
Invoice 53015,1
Invoice 66566,1
Invoice 112837,1
Invoice 250039,8
Invoice 7091,1
Invoice 79514,1
Invoice 264330,1
Invoice 248408,1
Invoice 250687,1
Invoice 224103,1
Invoice 219982,1
Invoice 210996,1
Invoice 189933,1
Invoice 222810,2
Invoice 190535,1
Invoice 216408,1
Invoice 199180,1
Invoice 170383,1
Invoice 3908,1
Invoice 210096,1
Invoice 198530,1
Invoice 236832,1
Invoice 271003,1
Invoice 270686,1
Invoice 187409,2
Invoice 180643,1
Invoice 25601,1
Invoice 187802,2
Invoice 270931,1
Invoice 257109,2
Invoice 241842,1
Invoice 268213,1
Invoice 248136,4
Invoice 225144,1
Invoice 196965,1
Invoice 211247,1
Invoice 230865,1
Invoice 186715,2
Invoice 175449,1
Invoice 140731,3
Invoice 189642,2
Invoice 211961,1
Invoice 207211,3
Invoice 258568,2
Invoice 265236,2
Invoice 206713,1
Invoice 200522,1
Invoice 258588,3
Invoice 256999,3
Invoice 231465,1
Invoice 193760,1
Invoice 197225,5
Invoice 253668,2
Invoice 258350,1
Invoice 210461,2
Invoice 172296,1
Invoice 240190,1
Invoice 265159,1
Invoice 183692,1
Invoice 180043,1
Invoice 263559,1
Invoice 228213,3
Invoice 272548,1
Invoice 266286,1
Invoice 27420,1
Invoice 182479,1
Invoice 171043,4
Invoice 229460,1
Invoice 173271,1
Invoice 250752,1
Invoice 37173,1
Invoice 178615,1
Invoice 257511,2
Invoice 167928,1
Invoice 164449,1
Invoice 167769,1
Invoice 179784,1
Invoice 222038,6
Invoice 169215,1
Invoice 180614,1
Invoice 214070,1
Invoice 174904,1
Invoice 203358,1
Invoice 178803,2
Invoice 236490,1
Invoice 205481,1
Invoice 231729,1
Invoice 192416,2
Invoice 251825,3
Invoice 231674,1
Invoice 233593,1
Invoice 172090,1
Invoice 242510,2
Invoice 236136,1
Invoice 194464,2
Invoice 274710,1
Invoice 182079,1
Invoice 176127,2
Invoice 257315,3
Invoice 252227,2
Invoice 167569,2
Invoice 174048,1
Invoice 207578,1
Invoice 219935,4
Invoice 198702,1
Invoice 246277,1
Invoice 223496,2
Invoice 261615,3
Invoice 275707,1
Invoice 163800,1
Invoice 196015,1
Invoice 208565,1
Invoice 174848,2
Invoice 260504,1
Invoice 207255,2
Invoice 194027,2
Invoice 219796,2
Invoice 190851,1
Invoice 266342,2
Invoice 188271,2
Invoice 200834,3
Invoice 217401,1
Invoice 181290,2
Invoice 215197,2
Invoice 247889,2
Invoice 238583,1
Invoice 269474,1
Invoice 159411,1
Invoice 217639,1
Invoice 209600,1
Invoice 236716,1
Invoice 34054,1
Invoice 188784,1
Invoice 171906,1
Invoice 226960,2
Invoice 182706,3
Invoice 201859,5
Invoice 213160,4
Invoice 195500,2
Invoice 184505,1
Invoice 243245,1
Invoice 215233,1
Invoice 193409,1
Invoice 227790,2
Invoice 219382,1
Invoice 164869,2
Invoice 232479,1
Invoice 169828,1
Invoice 273159,1
Invoice 183898,4
Invoice 174201,1
Invoice 218460,1
Invoice 252628,1
Invoice 179158,1
Invoice 229596,1
Invoice 165444,1
Invoice 175153,1
Invoice 188004,1
Invoice 254894,4
Invoice 262550,1
Invoice 218698,1
Invoice 215418,1
Invoice 275869,1
Invoice 227017,1
Invoice 213406,1
Invoice 194448,1
Invoice 206947,1
Invoice 205040,1
Invoice 194650,1
Invoice 222704,1
Invoice 260286,1
Invoice 196195,1
Invoice 213716,1
Invoice 179806,1
Invoice 200112,1
Invoice 186781,2
Invoice 228578,2
Invoice 208175,1
Invoice 169836,2
Invoice 258958,2
Invoice 174862,2
Invoice 269034,1
Invoice 196121,1
Invoice 100954,2
Invoice 203909,3
Invoice 191482,2
Invoice 199959,2
Invoice 256454,1
Invoice 203026,2
Invoice 262769,1
Invoice 249334,1
Invoice 260690,1
Invoice 175145,2
Invoice 267641,1
Invoice 187022,1
Invoice 165024,1
Invoice 188752,1
Invoice 213513,1
Invoice 187177,1
Invoice 224452,1
Invoice 249895,1
Invoice 233207,1
Invoice 205762,1
Invoice 203804,1
Invoice 225444,3
Invoice 159898,1
Invoice 159968,1
Invoice 211533,2
Invoice 226878,1
Invoice 201280,1
Invoice 196525,5
Invoice 209411,5
Invoice 237910,1
Invoice 203010,3
Invoice 4760,2
Invoice 132484,1
Invoice 60600,1
Invoice 76315,1
Invoice 108367,1
Invoice 265567,1
Invoice 88325,1
Invoice 212708,1
Invoice 160459,1
Invoice 142488,1
Invoice 113687,1
Invoice 23468,1
Invoice 131391,1
Invoice 78741,1
Invoice 77956,1
Invoice 36529,2
Invoice 165636,1
Invoice 17958,2
Invoice 71159,3
Invoice 193164,1
Invoice 203963,1
Invoice 143351,1
Invoice 155047,1
Invoice 132723,1
Invoice 152637,1
Invoice 152493,1
Invoice 147884,1
Invoice 106396,1
Invoice 145446,1
Invoice 32453,1
Invoice 32945,1
Invoice 97017,1
Invoice 105826,1
Invoice 259367,2
Invoice 57677,1
Invoice 129612,1
Invoice 42291,1
Invoice 67137,1
Invoice 208670,6
Invoice 124978,1
Invoice 85952,1
Invoice 71248,1
Invoice 54333,1
Invoice 175283,1
Invoice 174553,4
Invoice 78675,1
Invoice 205578,1
Invoice 104301,1
Invoice 131372,1
Invoice 262568,2
Invoice 74392,1
Invoice 55136,1
Invoice 103979,1
Invoice 131889,1
Invoice 102882,2
Invoice 207663,3
Invoice 233740,1
Invoice 207422,1
Invoice 230480,1
Invoice 190499,1
Invoice 267901,1
Invoice 220697,1
Invoice 178185,2
Invoice 190233,1
Invoice 163885,1
Invoice 180874,1
Invoice 169916,1
Invoice 185977,1
Invoice 216093,2
Invoice 45436,1
Invoice 197073,2
Invoice 234164,1
Invoice 210652,1
Invoice 169946,1
Invoice 224696,3
Invoice 168631,2
Invoice 198982,3
Invoice 202200,2
Invoice 220539,2
Invoice 209343,3
Invoice 227978,3
Invoice 247527,3
Invoice 188819,2
Invoice 263907,2
Invoice 215590,3
Invoice 109893,1
Invoice 156288,2
Invoice 276821,2
Invoice 194669,2
Invoice 263232,2
Invoice 217801,2
Invoice 171456,1
Invoice 241678,1
Invoice 250404,4
Invoice 242512,3
Invoice 169967,1
Invoice 200793,1
Invoice 86625,1
Invoice 251897,7
Invoice 86707,3
Invoice 266327,2
Invoice 204328,1
Invoice 262572,2
Invoice 225678,1
Invoice 205306,1
Invoice 167567,1
Invoice 220833,1
Invoice 219555,1
Invoice 208441,2
Invoice 261554,3
Invoice 197304,2
Invoice 251332,1
Invoice 236742,1
Invoice 204744,2
Invoice 174478,2
Invoice 261860,2
Invoice 242467,1
Invoice 218568,2
Invoice 253171,2
Invoice 228413,1
Invoice 193696,2
Invoice 252904,1
Invoice 258928,1
Invoice 208366,2
Invoice 235322,3
Invoice 266243,1
Invoice 226558,1
Invoice 235790,1
Invoice 174584,1
Invoice 231048,1
Invoice 260751,1
Invoice 257856,4
Invoice 210311,1
Invoice 183125,2
Invoice 256541,2
Invoice 267928,1
Invoice 247092,1
Invoice 195850,1
Invoice 218318,1
Invoice 181179,3
Invoice 215567,3
Invoice 177246,1
Invoice 236905,1
Invoice 183325,1
Invoice 209344,2
Invoice 209034,3
Invoice 218257,1
Invoice 236484,1
Invoice 269703,1
Invoice 250743,1
Invoice 234865,1
Invoice 248169,1
Invoice 218683,1
Invoice 276225,4
Invoice 121658,4
Invoice 253957,1
Invoice 205717,1
Invoice 250844,1
Invoice 165689,4
Invoice 263944,1
Invoice 229997,1
Invoice 194274,5
Invoice 220545,2
Invoice 79879,1
Invoice 8187,1
Invoice 216966,1
Invoice 243750,1
Invoice 248599,1
Invoice 264080,1
Invoice 218693,1
Invoice 235572,1
Invoice 207026,1
Invoice 270752,1
Invoice 225891,4
Invoice 273650,4
Invoice 271803,4
Invoice 177843,2
Invoice 265795,2
Invoice 203489,1
Invoice 219480,1
Invoice 257366,2
Invoice 167646,1
Invoice 175989,1
Invoice 256247,1
Invoice 166772,1
Invoice 178517,1
Invoice 222208,2
Invoice 180498,1
Invoice 195471,2
Invoice 220085,2
Invoice 259747,2
Invoice 201798,2
Invoice 221498,5
Invoice 221650,2
Invoice 184939,3
Invoice 164255,1
Invoice 166331,2
Invoice 54829,1
Invoice 191854,1
Invoice 265858,1
Invoice 120651,3
Invoice 257258,3
Invoice 220863,1
Invoice 170891,1
Invoice 207104,6
Invoice 204665,1
Invoice 174632,8
Invoice 187262,3
Invoice 220072,1
Invoice 234926,3
Invoice 275922,1
Invoice 188565,1
Invoice 207065,1
Invoice 246661,2
Invoice 273951,2
Invoice 270235,1
Invoice 191746,1
Invoice 186400,1
Invoice 186834,4
Invoice 190605,1
Invoice 215136,1
Invoice 217173,1
Invoice 207248,1
Invoice 245872,1
Invoice 263301,1
Invoice 253661,1
Invoice 208923,2
Invoice 210556,3
Invoice 180040,1
Invoice 244167,3
Invoice 186473,8
Invoice 176117,2
Invoice 174122,2
Invoice 255676,1
Invoice 197480,1
Invoice 224012,1
Invoice 267179,1
Invoice 175440,2
Invoice 179534,1
Invoice 226947,1
Invoice 189101,2
Invoice 211970,1
Invoice 273100,1
Invoice 184769,1
Invoice 245816,1
Invoice 236542,1
Invoice 185701,1
Invoice 187396,1
Invoice 186772,1
Invoice 252709,1
Invoice 18430,1
Invoice 36979,1
Invoice 251352,3
Invoice 239161,1
Invoice 217345,1
Invoice 245793,1
Invoice 93524,1
Invoice 6237,1
Invoice 11165,1
Invoice 103523,1
Invoice 55015,1
Invoice 24664,1
Invoice 34318,1
Invoice 26390,1
Invoice 207863,1
Invoice 86110,3
Invoice 176578,1
Invoice 206024,1
Invoice 268744,1
Invoice 267358,1
Invoice 220396,2
Invoice 251708,1
Invoice 216677,1
Invoice 181105,2
Invoice 266379,2
Invoice 191208,1
Invoice 224979,1
Invoice 265213,1
Invoice 240348,1
Invoice 175782,1
Invoice 224592,1
Invoice 185719,1
Invoice 174097,2
Invoice 203970,2
Invoice 190092,3
Invoice 221823,1
Invoice 241752,1
Invoice 183565,2
Invoice 256496,1
Invoice 167090,1
Invoice 250033,1
Invoice 172668,1
Invoice 267122,3
Invoice 230282,2
Invoice 224080,1
Invoice 177295,1
Invoice 231271,1
Invoice 244309,1
Invoice 241878,1
Invoice 258057,1
Invoice 262992,1
Invoice 200101,1
Invoice 160155,1
Invoice 216064,1
Invoice 254276,1
Invoice 275973,2
Invoice 263320,1
Invoice 19262,1
Invoice 28335,2
Invoice 249333,3
Invoice 224023,3
Invoice 266817,4
Invoice 269837,2
Invoice 251271,2
Invoice 193517,1
Invoice 235537,1
Invoice 252655,2
Invoice 274778,2
Invoice 221657,1
Invoice 241598,1
Invoice 214716,1
Invoice 245209,2
Invoice 188626,3
Invoice 188476,3
Invoice 240284,3
Invoice 263079,1
Invoice 160325,4
Invoice 164077,1
Invoice 102583,5
Invoice 268971,2
Invoice 217732,1
Invoice 239222,1
Invoice 208989,1
Invoice 206754,2
Invoice 256818,2
Invoice 63464,1
Invoice 273512,2
Invoice 175839,2
Invoice 245204,2
Invoice 240196,2
Invoice 206324,2
Invoice 232101,1
Invoice 266856,2
Invoice 179235,1
Invoice 217134,1
Invoice 112563,2
Invoice 259099,3
Invoice 244808,2
Invoice 138512,2
Invoice 186650,2
Invoice 130940,1
Invoice 88041,2
Invoice 34762,1
Invoice 14583,1
Invoice 20506,1
Invoice 253578,2
Invoice 250438,1
Invoice 174069,1
Invoice 212244,1
Invoice 73247,1
Invoice 46934,1
Invoice 120089,1
Invoice 64307,1
Invoice 145387,1
Invoice 260246,2
Invoice 33985,1
Invoice 150339,1
Invoice 151306,1
Invoice 151838,1
Invoice 119313,1
Invoice 19345,1
Invoice 142968,1
Invoice 152830,1
Invoice 68339,1
Invoice 83293,1
Invoice 275384,1
Invoice 166183,3
Invoice 260312,4
Invoice 261077,1
Invoice 168532,1
Invoice 213852,3
Invoice 247519,2
Invoice 228267,1
Invoice 172339,2
Invoice 274352,1
Invoice 253413,1
Invoice 210504,1
Invoice 261380,1
Invoice 200631,1
Invoice 62574,3
Invoice 213523,1
Invoice 261045,1
Invoice 180056,1
Invoice 174261,1
Invoice 220218,1
Invoice 255977,2
Invoice 234298,3
Invoice 226859,2
Invoice 185040,2
Invoice 192347,1
Invoice 190219,2
Invoice 245860,1
Invoice 105081,2
Invoice 263049,2
Invoice 179248,2
Invoice 210086,2
Invoice 220411,1
Invoice 219344,1
Invoice 141314,3
Invoice 252734,1
Invoice 261852,1
Invoice 168756,2
Invoice 150830,1
Invoice 234010,1
Invoice 173522,1
Invoice 185448,1
Invoice 122725,2
Invoice 3611,2
Invoice 267273,1
Invoice 127511,2
Invoice 112501,2
Invoice 192187,1
Invoice 266297,1
Invoice 166338,1
Invoice 220835,1
Invoice 199875,1
Invoice 176670,1
Invoice 118403,1
Invoice 116491,1
Invoice 28875,1
Invoice 153349,1
Invoice 227428,2
Invoice 249568,1
Invoice 42769,1
Invoice 33524,1
Invoice 56355,2
Invoice 225134,3
Invoice 102802,3
Invoice 59870,3
Invoice 200373,1
Invoice 107697,1
Invoice 107765,1
Invoice 18756,1
Invoice 97319,1
Invoice 9977,1
Invoice 21612,1
Invoice 109328,1
Invoice 101440,1
Invoice 15301,1
Invoice 37903,1
Invoice 125772,1
Invoice 43280,1
Invoice 18097,1
Invoice 124150,1
Invoice 97738,1
Invoice 119859,1
Invoice 25947,1
Invoice 54230,1
Invoice 73378,1
Invoice 133914,1
Invoice 82623,1
Invoice 13592,1
Invoice 49691,1
Invoice 128229,1
Invoice 119201,1
Invoice 16283,1
Invoice 123978,1
Invoice 66034,2
Invoice 71456,1
Invoice 34701,1
Invoice 87106,1
Invoice 10434,1
Invoice 88789,1
Invoice 82405,1
Invoice 66437,1
Invoice 30411,1
Invoice 59225,1
Invoice 23100,1
Invoice 155853,1
Invoice 146704,1
Invoice 147098,1
Invoice 159234,1
Invoice 157211,1
Invoice 150606,1
Invoice 159078,1
Invoice 142623,1
Invoice 141923,1
Invoice 269640,4
Invoice 108009,1
Invoice 239576,1
Invoice 248513,1
Invoice 189654,1
Invoice 35391,1
Invoice 249673,2
Invoice 265890,6
Invoice 143195,1
Invoice 145848,1
Invoice 26804,1
Invoice 222362,1
Invoice 223834,1
Invoice 142551,1
Invoice 142910,1
Invoice 98220,1
Invoice 142539,1
Invoice 143561,2
Invoice 249636,2
Invoice 272498,1
Invoice 253682,1
Invoice 251636,1
Invoice 243546,2
Invoice 218963,3
Invoice 67631,1
Invoice 76011,3
Invoice 42264,3
Invoice 255808,3
Invoice 22998,1
Invoice 249630,1
Invoice 216809,1
Invoice 189917,3
Invoice 270351,2
Invoice 160444,4
Invoice 184958,2
Invoice 177998,3
Invoice 245426,1
Invoice 241774,1
Invoice 199344,3
Invoice 248653,3
Invoice 187793,4
Invoice 179093,3
Invoice 246100,3
Invoice 254823,3
Invoice 214140,5
Invoice 209723,4
Invoice 232430,2
Invoice 139921,1
Invoice 90191,1
Invoice 274488,2
Invoice 179088,2
Invoice 187519,2
Invoice 225963,1
Invoice 220667,1
Invoice 193256,8
Invoice 246693,6
Invoice 226398,2
Invoice 241638,1
Invoice 209996,1
Invoice 43266,1
Invoice 171686,1
Invoice 141194,1
Invoice 118573,1
Invoice 50381,1
Invoice 244931,3
Invoice 57883,1
Invoice 39524,1
Invoice 133907,1
Invoice 59132,1
Invoice 249597,1
Invoice 241867,1
