Material,MTyp,Matl Group
Material 5858,ERT,55
Material 7187,ERT,55
Material 118,ERT,55
Material 1541,ERT,55
Material 6903,ERT,55
Material 1402,ERT,55
Material 166,ERT,55
Material 3390,ERT,55
Material 3047,ERT,55
Material 5531,ERT,55
Material 7142,ERT,55
Material 155,ERT,55
Material 1210,ERT,55
Material 2357,ERT,55
Material 5307,ERT,55
Material 7976,ERT,55
Material 5199,ERT,55
Material 6687,ERT,55
Material 7936,ERT,55
Material 3070,ERT,55
Material 3342,ERT,55
Material 8051,ERT,55
Material 4332,ERT,55
Material 2301,ERT,55
Material 4725,ERT,55
Material 5393,ERT,55
Material 2792,ERT,55
Material 707,ERT,55
Material 4122,ERT,55
Material 1304,ERT,55
Material 158,ERT,55
Material 3954,ERT,55
Material 7985,ERT,55
Material 1415,ERT,55
Material 4426,ERT,55
Material 5543,ERT,55
Material 1486,ERT,55
Material 7267,ERT,55
Material 516,ERT,55
Material 5941,ERT,55
Material 2543,ERT,55
Material 8017,ERT,55
Material 7377,ERT,55
Material 1886,ERT,55
Material 1690,ERT,55
Material 1981,ERT,55
Material 478,ERT,55
Material 2536,ERT,55
Material 6799,ERT,55
Material 3211,ERT,55
Material 7717,ERT,55
Material 2298,ERT,55
Material 1962,ERT,55
Material 2397,ERT,55
Material 2600,ERT,55
Material 7036,ERT,55
Material 4872,ERT,55
Material 5019,ERT,55
Material 2076,ERT,55
Material 3015,ERT,55
Material 5780,ERT,55
Material 2229,ERT,55
Material 6530,ERT,55
Material 371,ERT,55
Material 4789,ERT,55
Material 7965,ERT,55
Material 2096,ERT,55
Material 101,ERT,55
Material 7982,ERT,55
Material 1573,ERT,55
Material 4828,ERT,55
Material 1510,ERT,55
Material 6864,ERT,55
Material 3298,ERT,55
Material 5584,ERT,55
Material 5850,ERT,55
Material 5,ERT,55
Material 2950,ERT,55
Material 4986,ERT,55
Material 2145,ERT,55
Material 3844,ERT,55
Material 3568,ERT,55
Material 1311,ERT,55
Material 38,ERT,55
Material 5801,ERT,55
Material 2554,ERT,55
Material 2688,ERT,55
Material 5316,ERT,55
Material 986,ERT,55
Material 7045,ERT,55
Material 4587,ERT,55
Material 3018,ERT,55
Material 4271,ERT,55
Material 3510,ERT,55
Material 3659,ERT,55
Material 3424,ERT,55
Material 6020,ERT,55
Material 7360,ERT,55
Material 4961,ERT,55
Material 8079,ERT,55
Material 5814,ERT,55
Material 2712,ERT,55
Material 4517,ERT,55
Material 1592,ERT,55
Material 1243,ERT,55
Material 1615,ERT,55
Material 458,ERT,55
Material 5931,ERT,55
Material 7370,ERT,55
Material 3038,ERT,55
Material 4404,ERT,55
Material 5450,ERT,55
Material 4002,ERT,55
Material 6402,ERT,55
Material 747,ERT,55
Material 7766,ERT,55
Material 6680,ERT,55
Material 3216,ERT,55
Material 5782,ERT,55
Material 6637,ERT,55
Material 3045,ERT,55
Material 3924,ERT,55
Material 6500,ERT,55
Material 1598,ERT,55
Material 6862,ERT,55
Material 5442,ERT,55
Material 4236,ERT,55
Material 394,ERT,55
Material 1828,ERT,55
Material 3794,ERT,55
Material 1893,ERT,55
Material 4031,ERT,55
Material 2939,ERT,55
Material 4916,ERT,55
Material 922,ERT,55
Material 4750,ERT,55
Material 1091,ERT,55
Material 2915,ERT,55
Material 467,ERT,55
Material 4819,ERT,55
Material 5539,ERT,55
Material 8080,ERT,55
Material 4768,ERT,55
Material 4168,ERT,42
Material 547,ERT,42
Material 7363,ERT,42
Material 7009,ERT,49
Material 2006,ERT,49
Material 41,ERT,49
Material 3619,AWA,34
Material 7926,AWA,34
Material 1093,AWA,34
Material 1018,AWA,34
Material 1757,AWA,34
Material 2440,AWA,34
Material 1580,AWA,34
Material 1894,ERT,42
Material 1795,ERT,42
Material 767,ERT,42
Material 5845,ERT,42
Material 7211,ERT,42
Material 768,ERT,42
Material 3492,ERT,42
Material 5434,ERT,42
Material 2541,ERT,42
Material 3630,ERT,42
Material 2997,ERT,42
Material 7001,ROH,34
Material 7504,ALB,16
Material 6608,ALB,16
Material 4909,ALB,16
Material 7103,ROH,82
Material 5896,ROH,82
Material 4035,ALB,16
Material 3497,ALB,16
Material 306,ALB,16
Material 5884,ALB,16
Material 2238,ALB,16
Material 1431,ROH,34
Material 5312,ROH,34
Material 4238,ALB,16
Material 7401,ALB,16
Material 5945,ROH,34
Material 1375,ROH,34
Material 4831,ROH,34
Material 2625,NBW,2
Material 5650,ROH,2
Material 5081,ALB,16
Material 7345,ROH,34
Material 2764,ALB,16
Material 1060,ALB,16
Material 6072,ALB,16
Material 2708,ALB,16
Material 5333,ROH,31
Material 5855,ROH,34
Material 6728,ROH,34
Material 3043,ROH,34
Material 14,ROH,12
Material 3558,ROH,12
Material 1751,ROH,12
Material 1223,ROH,12
Material 7705,ROH,82
Material 1667,ROH,82
Material 7484,ROH,82
Material 2223,NBW,7
Material 1488,NBW,7
Material 952,ROH,82
Material 3811,ROH,82
Material 3445,NBW,7
Material 1115,ALB,16
Material 3977,ROH,82
Material 6556,ROH,82
Material 7095,ROH,82
Material 1403,ROH,82
Material 6228,ROH,82
Material 4317,ERT,52
Material 5085,ERT,52
Material 3372,ERT,52
Material 5436,ERT,52
Material 1566,ERT,52
Material 6242,ERT,52
Material 2804,ERT,52
Material 3221,ERT,52
Material 7180,ERT,52
Material 6477,ERT,52
Material 5067,ERT,52
Material 7738,ERT,52
Material 4899,ERT,52
Material 7647,ERT,52
Material 2974,ERT,52
Material 7185,ERT,52
Material 791,ERT,52
Material 3639,ERT,52
Material 6193,ERT,52
Material 426,ERT,52
Material 2003,ERT,52
Material 5729,ERT,52
Material 7538,ERT,52
Material 1649,ERT,52
Material 4538,ERT,52
Material 7735,ERT,52
Material 6738,ERT,52
Material 3251,ERT,52
Material 549,ERT,52
Material 1297,ERT,52
Material 6027,ERT,52
Material 3148,ERT,52
Material 2736,ERT,52
Material 5095,ERT,52
Material 6205,ERT,52
Material 2577,ERT,52
Material 7352,ERT,52
Material 1413,ERT,52
Material 4132,ERT,52
Material 256,ERT,52
Material 5318,ERT,52
Material 4614,ERT,52
Material 5188,ERT,52
Material 7787,ERT,52
Material 6202,ERT,52
Material 4140,ERT,52
Material 6852,ERT,52
Material 6930,ERT,52
Material 4206,ERT,52
Material 4947,ERT,52
Material 3851,ERT,52
Material 6908,ERT,52
Material 6505,ERT,52
Material 3868,ERT,52
Material 7470,ERT,52
Material 5603,ERT,52
Material 2846,ERT,52
Material 7878,ERT,52
Material 4240,ERT,52
Material 6797,ERT,52
Material 5999,ERT,52
Material 942,ERT,52
Material 3207,ERT,52
Material 6452,ERT,52
Material 5830,ERT,52
Material 928,ERT,52
Material 7388,ERT,52
Material 1781,ERT,52
Material 2588,ERT,52
Material 3471,ERT,52
Material 4162,ERT,52
Material 1427,ERT,52
Material 1161,ERT,52
Material 1966,ERT,52
Material 806,ERT,52
Material 3183,ERT,52
Material 6071,ERT,52
Material 3308,ERT,52
Material 4172,ERT,52
Material 1382,ERT,52
Material 374,ERT,52
Material 335,ERT,52
Material 4952,ERT,52
Material 3574,ERT,52
Material 4581,ERT,52
Material 227,ERT,52
Material 720,ERT,52
Material 1718,ERT,52
Material 3684,ERT,52
Material 1019,ERT,52
Material 5254,ERT,52
Material 1068,ERT,52
Material 694,ERT,52
Material 1226,ERT,52
Material 7682,ERT,52
Material 1980,ERT,52
Material 3389,ERT,52
Material 2583,ERT,52
Material 4807,ERT,52
Material 2426,ERT,52
Material 3369,ERT,52
Material 4464,ERT,52
Material 597,ERT,52
Material 1184,ERT,52
Material 2801,ERT,52
Material 6306,ERT,52
Material 1450,ERT,52
Material 2052,ERT,52
Material 686,ERT,52
Material 5300,ERT,52
Material 4921,ERT,52
Material 3634,ERT,52
Material 912,ERT,52
Material 3203,ERT,52
Material 7646,ERT,52
Material 847,ERT,52
Material 1635,ERT,52
Material 2860,ERT,52
Material 3722,ERT,52
Material 3733,ERT,52
Material 4434,ERT,52
Material 3618,ERT,52
Material 1858,ERT,52
Material 3285,ERT,52
Material 2373,ERT,52
Material 899,ERT,52
Material 6963,ERT,52
Material 5969,ERT,52
Material 1440,ERT,52
Material 2138,ERT,52
Material 1640,ERT,52
Material 8020,ERT,52
Material 3770,ERT,52
Material 4490,ERT,52
Material 1934,ERT,52
Material 2864,ERT,52
Material 5981,ERT,52
Material 94,ERT,52
Material 2444,ERT,52
Material 7506,ERT,52
Material 533,ERT,52
Material 5751,ERT,52
Material 3650,ERT,52
Material 6290,ERT,52
Material 1772,ERT,52
Material 246,ERT,52
Material 6392,ERT,52
Material 3808,ERT,52
Material 2181,ERT,52
Material 3160,ERT,52
Material 624,ERT,52
Material 7715,ERT,52
Material 2884,ERT,52
Material 7624,ERT,52
Material 6904,ERT,52
Material 1578,ERT,52
Material 1398,ERT,52
Material 4717,ERT,52
Material 7535,ERT,52
Material 4866,ERT,52
Material 2936,ERT,52
Material 1059,ERT,52
Material 7250,ERT,52
Material 3364,ERT,52
Material 5579,ERT,52
Material 137,ERT,52
Material 4299,ERT,52
Material 1487,ERT,52
Material 6932,ERT,52
Material 6144,ERT,52
Material 1256,ERT,52
Material 5128,ERT,52
Material 6912,ERT,52
Material 1050,ERT,52
Material 1695,ERT,52
Material 3005,ERT,52
Material 7329,ERT,52
Material 6962,ERT,52
Material 4719,ERT,52
Material 2396,ERT,52
Material 5377,ERT,52
Material 4688,ERT,52
Material 172,ERT,52
Material 2718,ERT,52
Material 5437,ERT,52
Material 855,ERT,52
Material 2406,ERT,52
Material 6493,ERT,52
Material 7941,ERT,52
Material 6534,ERT,52
Material 2443,ERT,52
Material 7880,ERT,52
Material 5765,ERT,52
Material 81,ERT,52
Material 1383,ERT,52
Material 3756,ERT,52
Material 3723,ERT,52
Material 5058,ERT,52
Material 450,ERT,52
Material 1410,ERT,52
Material 3908,ERT,52
Material 3236,ERT,52
Material 6108,ERT,52
Material 4134,ERT,52
Material 6804,ERT,52
Material 4764,ERT,52
Material 3937,ERT,52
Material 3185,ERT,52
Material 2744,ERT,52
Material 1053,ERT,52
Material 1842,ERT,52
Material 7130,ERT,52
Material 998,ERT,52
Material 4880,ERT,52
Material 1065,ERT,52
Material 5078,ERT,52
Material 6351,ERT,52
Material 1473,ERT,52
Material 7860,ERT,52
Material 5463,ERT,52
Material 5169,ERT,52
Material 2378,ERT,52
Material 5189,ERT,52
Material 4621,ERT,52
Material 4860,ERT,52
Material 5426,ERT,52
Material 1131,ERT,52
Material 7935,ERT,52
Material 5461,ERT,52
Material 4210,ERT,52
Material 7062,ERT,52
Material 1064,ERT,52
Material 7481,ERT,52
Material 5880,ERT,52
Material 2382,ERT,52
Material 5943,ERT,52
Material 418,ERT,52
Material 3224,ERT,52
Material 5358,ERT,52
Material 7236,ERT,52
Material 1651,ERT,52
Material 3813,ERT,52
Material 2850,ERT,52
Material 6285,ERT,52
Material 2866,ERT,52
Material 4454,ERT,52
Material 6363,ERT,52
Material 6090,ERT,52
Material 5540,ERT,52
Material 2325,ERT,52
Material 5937,ERT,52
Material 7437,ERT,52
Material 4938,ERT,52
Material 5069,ERT,52
Material 4533,ERT,52
Material 1459,ERT,52
Material 5641,ERT,52
Material 4367,ERT,52
Material 2773,ERT,52
Material 7262,ERT,52
Material 7168,ERT,52
Material 7382,ERT,52
Material 5619,ERT,52
Material 2123,ERT,52
Material 2097,ERT,52
Material 1472,ERT,52
Material 4341,ERT,52
Material 1749,ERT,52
Material 7788,ERT,52
Material 3632,ERT,52
Material 6546,ERT,52
Material 5624,ERT,52
Material 2617,ERT,52
Material 224,ERT,52
Material 6747,ERT,52
Material 5854,ERT,52
Material 3565,ERT,52
Material 4124,ERT,52
Material 6047,ERT,52
Material 5673,ERT,52
Material 4392,ERT,52
Material 4773,ERT,52
Material 4724,ERT,52
Material 5211,ERT,52
Material 7240,ERT,52
Material 1308,ERT,52
Material 4935,ERT,52
Material 2283,ERT,52
Material 3534,ERT,52
Material 6899,ERT,52
Material 4951,ERT,52
Material 1165,ERT,52
Material 2527,ERT,52
Material 2377,ERT,52
Material 5907,ERT,52
Material 4567,ERT,52
Material 1836,ERT,52
Material 2504,ERT,52
Material 3707,ERT,52
Material 2178,ERT,52
Material 3845,ERT,52
Material 2489,ERT,52
Material 7474,ERT,52
Material 4740,ERT,52
Material 7616,ERT,52
Material 4447,ERT,52
Material 4153,ERT,52
Material 1492,ERT,52
Material 5161,ERT,52
Material 2358,ERT,52
Material 6456,ERT,52
Material 2365,ERT,52
Material 3194,ERT,52
Material 7835,ERT,52
Material 1951,ERT,52
Material 3759,ERT,52
Material 6032,ERT,52
Material 1219,ERT,52
Material 708,ERT,52
Material 5153,ERT,52
Material 2674,ERT,52
Material 5462,ERT,52
Material 1233,ERT,52
Material 7992,ERT,52
Material 7791,ERT,52
Material 1936,ERT,52
Material 3152,ERT,52
Material 7496,ERT,52
Material 3910,ERT,52
Material 1150,ERT,52
Material 2449,ERT,52
Material 4456,ERT,52
Material 6976,ERT,52
Material 2047,ERT,52
Material 6055,ERT,52
Material 2333,ERT,52
Material 255,ERT,52
Material 818,ERT,52
Material 3054,ERT,52
Material 2999,ERT,52
Material 775,ERT,52
Material 3553,ERT,52
Material 3478,ERT,52
Material 1644,ERT,52
Material 2776,ERT,52
Material 6773,ERT,52
Material 5262,ERT,52
Material 1221,ERT,52
Material 205,ERT,52
Material 2310,ERT,52
Material 4166,ERT,52
Material 4174,ERT,52
Material 512,ERT,52
Material 7758,ERT,52
Material 5864,ERT,52
Material 3493,ERT,52
Material 7332,ERT,52
Material 3826,ERT,52
Material 6565,ERT,52
Material 5283,ERT,52
Material 1279,ERT,52
Material 1336,ERT,52
Material 1405,ERT,52
Material 4885,ERT,52
Material 2367,ERT,52
Material 7722,ERT,52
Material 7604,ERT,52
Material 161,ERT,52
Material 6155,ERT,52
Material 5125,ERT,52
Material 2147,ERT,52
Material 1538,ERT,52
Material 5248,ERT,52
Material 7033,ERT,52
Material 5003,ERT,52
Material 2798,ERT,52
Material 22,ERT,52
Material 4486,ERT,52
Material 4600,ERT,52
Material 3222,ERT,52
Material 1424,ERT,52
Material 24,ERT,52
Material 6060,ERT,52
Material 3431,ERT,52
Material 2822,ERT,52
Material 7727,ERT,52
Material 6190,ERT,52
Material 5810,ERT,52
Material 8041,ERT,52
Material 6187,ERT,52
Material 6401,ERT,52
Material 8069,ERT,52
Material 6466,ERT,52
Material 6048,ERT,52
Material 7380,ERT,52
Material 5816,ERT,52
Material 2149,ERT,52
Material 1933,ERT,52
Material 176,ERT,52
Material 6274,ERT,52
Material 5504,ERT,52
Material 7815,ERT,52
Material 4017,ERT,52
Material 839,ERT,52
Material 1154,ERT,52
Material 4970,ERT,52
Material 3454,ERT,52
Material 4208,ERT,52
Material 7225,ERT,52
Material 6600,ERT,52
Material 843,AWA,34
Material 263,AWA,34
Material 5755,AWA,34
Material 6536,AWA,34
Material 5314,AWA,34
Material 6601,AWA,34
Material 2525,AWA,34
Material 6141,AWA,34
Material 634,AWA,34
Material 5177,AWA,34
Material 5073,AWA,34
Material 7778,AWA,34
Material 6305,AWA,34
Material 6906,AWA,67
Material 3872,ERT,49
Material 3017,ERT,49
Material 1056,ERT,80
Material 780,ERT,80
Material 4698,ERT,44
Material 1088,ERT,44
Material 4513,ERT,34
Material 3368,NBW,7
Material 717,ROH,53
Material 5118,NBW,7
Material 3744,NBW,7
Material 3949,ROH,21
Material 2230,ROH,21
Material 7813,ROH,21
Material 4742,NBW,21
Material 3082,ERT,66
Material 3718,ERT,66
Material 4612,ERT,66
Material 1392,ROH,13
Material 3760,ROH,13
Material 7151,ROH,13
Material 1012,ROH,13
Material 2023,ROH,13
Material 2455,ROH,13
Material 7907,ROH,13
Material 7231,ROH,13
Material 6266,ROH,95
Material 3461,ROH,95
Material 7824,ROH,13
Material 4546,ROH,13
Material 3464,NBW,6
Material 6819,NBW,6
Material 6610,ROH,94
Material 6840,ROH,94
Material 7559,ROH,13
Material 4712,ROH,13
Material 3814,ROH,13
Material 7287,ROH,35
Material 164,ROH,35
Material 6268,ROH,13
Material 6364,NBW,6
Material 2992,NBW,2
Material 2446,NBW,4
Material 7974,NBW,13
Material 7873,NBW,13
Material 2597,NBW,13
Material 2375,NBW,13
Material 5537,NBW,13
Material 7292,NBW,13
Material 7373,NBW,13
Material 8067,NBW,13
Material 6488,NBW,13
Material 165,NBW,13
Material 7208,ROH,13
Material 6907,ROH,13
Material 4553,ROH,13
Material 1845,ROH,13
Material 7874,ROH,13
Material 5760,ROH,13
Material 3348,ROH,13
Material 4644,ROH,13
Material 3412,ROH,13
Material 5293,ROH,13
Material 1027,ROH,13
Material 7871,ROH,13
Material 5717,ROH,13
Material 2055,ROH,13
Material 2633,ROH,13
Material 6062,ROH,13
Material 7124,ROH,13
Material 1049,ROH,13
Material 4559,ROH,13
Material 350,ROH,13
Material 4915,ROH,13
Material 6583,ROH,13
Material 7865,ROH,13
Material 1147,ROH,13
Material 1696,ROH,95
Material 7326,ROH,95
Material 3784,ROH,95
Material 50,ROH,94
Material 6782,ROH,94
Material 7034,ROH,94
Material 8025,ROH,94
Material 2309,ROH,95
Material 4506,ROH,95
Material 7358,ROH,95
Material 6679,ROH,95
Material 636,NBW,13
Material 895,NBW,13
Material 5331,NBW,13
Material 4435,NBW,13
Material 6940,NBW,13
Material 3463,ROH,13
Material 4157,NBW,6
Material 4000,NBW,6
Material 3717,NBW,6
Material 8013,NBW,6
Material 5109,ROH,2
Material 3571,ROH,13
Material 1074,ROH,13
Material 406,ROH,35
Material 5142,ROH,35
Material 4946,ROH,35
Material 3842,ROH,13
Material 7043,ROH,87
Material 2721,ROH,87
Material 5507,NBW,6
Material 536,NBW,6
Material 4873,NBW,6
Material 1429,NBW,6
Material 7099,NBW,2
Material 6349,NBW,2
Material 2467,NBW,2
Material 3157,NBW,2
Material 620,ROH,13
Material 2247,NBW,2
Material 4629,ROH,58
Material 4430,NBW,2
Material 5534,NBW,2
Material 4038,ROH,94
Material 5623,ROH,94
Material 6415,ROH,94
Material 6232,ROH,94
Material 4647,ROH,94
Material 2282,ROH,35
Material 5648,ROH,35
Material 6294,ROH,13
Material 7542,NBW,2
Material 2020,NBW,2
Material 3656,ROH,2
Material 7073,NBW,2
Material 3388,ROH,94
Material 1575,ROH,94
Material 62,ROH,94
Material 4199,ROH,94
Material 3978,ROH,6
Material 3325,ROH,13
Material 3907,NBW,53
Material 2927,ROH,82
Material 5796,ROH,94
Material 3316,NBW,2
Material 2103,NBW,2
Material 7417,ROH,94
Material 1385,NBW,6
Material 5849,NBW,6
Material 6182,NBW,6
Material 6286,NBW,6
Material 2391,ROH,13
Material 202,ROH,2
Material 6744,ROH,35
Material 4683,ROH,82
Material 8043,ROH,94
Material 7562,ROH,94
Material 5670,ROH,13
Material 7304,ROH,13
Material 7855,ROH,13
Material 6875,ROH,13
Material 5735,ROH,13
Material 1386,ROH,82
Material 1182,ROH,13
Material 200,ROH,81
Material 7426,ROH,82
Material 2225,ROH,94
Material 4856,NBW,13
Material 696,ROH,26
Material 3614,MLB,32
Material 36,MLB,32
Material 2749,MLB,32
Material 7547,MLB,32
Material 5778,MLB,32
Material 6661,MLB,32
Material 6844,MLB,32
Material 459,MLB,32
Material 7385,MLB,32
Material 4145,MLB,32
Material 6119,MLB,32
Material 3508,MLB,32
Material 3965,MLB,32
Material 3731,MLB,32
Material 7582,MLB,32
Material 2063,MLB,32
Material 6393,MLB,32
Material 5954,MLB,32
Material 4669,MLB,32
Material 4254,MLB,32
Material 2051,MLB,32
Material 5808,MLB,32
Material 7349,MLB,32
Material 7590,MLB,32
Material 4274,MLB,32
Material 2408,MLB,32
Material 7928,MLB,32
Material 375,MLB,32
Material 6699,MLB,32
Material 3260,MLB,32
Material 1504,MLB,32
Material 7989,MRH,5
Material 3462,MRH,5
Material 444,MRH,5
Material 8050,MRH,5
Material 1267,MRH,5
Material 2977,MRH,5
Material 2193,MRH,5
Material 6388,MRH,5
Material 689,MRH,5
Material 5923,MLB,32
Material 4137,MLB,32
Material 5044,MLB,32
Material 6481,MRH,5
Material 7551,MRH,5
Material 2967,MRH,5
Material 4616,MRH,5
Material 7462,MLB,32
Material 6683,ROH,13
Material 1248,MRH,5
Material 1826,MRH,5
Material 6829,MRH,5
Material 6926,MRH,5
Material 7017,MLB,32
Material 5668,MLB,32
Material 2497,MLB,32
Material 1351,MLB,32
Material 2843,MLB,32
Material 7359,MLB,32
Material 4074,MLB,32
Material 4295,MLB,32
Material 3494,MLB,32
Material 4052,MLB,32
Material 6564,MLB,32
Material 1099,MLB,32
Material 5182,MLB,32
Material 6924,MLB,32
Material 6874,MLB,32
Material 3467,MRH,5
Material 3622,MRH,5
Material 2533,MRH,5
Material 4322,MRH,5
Material 1036,MRH,5
Material 3172,MRH,5
Material 4400,MRH,5
Material 4622,MRH,5
Material 3625,MRH,5
Material 7687,MRH,5
Material 6381,MRH,5
Material 3317,MRH,5
Material 3244,MRH,5
Material 2545,MRH,5
Material 5660,MRH,5
Material 7080,MRH,5
Material 3102,MRH,5
Material 7801,MRH,5
Material 7810,MRH,5
Material 7782,MRH,5
Material 2458,MRH,5
Material 126,MRH,5
Material 1645,MRH,5
Material 7354,MRH,5
Material 2349,MRH,5
Material 2975,MRH,5
Material 419,MRH,5
Material 2267,MRH,5
Material 3591,MRH,5
Material 6508,MRH,5
Material 4218,MLB,32
Material 19,MLB,32
Material 6533,MRH,5
Material 7665,MRH,5
Material 7353,MRH,5
Material 5570,MRH,5
Material 5407,MRH,5
Material 6888,MRH,5
Material 828,MRH,5
Material 5000,MRH,5
Material 1537,MRH,5
Material 700,MRH,5
Material 3355,MRH,5
Material 4634,MRH,5
Material 6094,MRH,5
Material 7726,MRH,5
Material 6970,MRH,5
Material 6700,MRH,5
Material 808,MRH,5
Material 5427,MRH,5
Material 5217,MRH,5
Material 7626,MRH,5
Material 973,MRH,5
Material 2508,MRH,5
Material 5196,MRH,5
Material 7317,MRH,5
Material 1270,MLB,32
Material 4919,MLB,32
Material 402,MLB,32
Material 5848,MRH,5
Material 5812,MRH,5
Material 5133,MRH,5
Material 1397,MLB,32
Material 1263,MLB,32
Material 2174,MLB,32
Material 4462,MLB,32
Material 7850,MRH,5
Material 4636,MRH,5
Material 2618,MRH,5
Material 4099,MRH,5
Material 6096,MRH,5
Material 1570,MRH,5
Material 6396,MRH,5
Material 4448,MRH,5
Material 2656,MRH,5
Material 7742,MRH,5
Material 3360,MRH,5
Material 7194,MLB,32
Material 5942,MLB,32
Material 4058,MLB,32
Material 1280,MLB,32
Material 6128,MLB,32
Material 1009,MLB,32
Material 5956,MLB,32
Material 802,MLB,32
Material 7792,MLB,32
Material 1000,MLB,32
Material 3219,MRH,5
Material 1262,MRH,5
Material 4968,MLB,32
Material 5713,MLB,32
Material 7441,MLB,32
Material 2529,MLB,32
Material 6411,MLB,32
Material 4728,MLB,32
Material 1991,MLB,32
Material 4194,MLB,32
Material 1560,MLB,32
Material 7367,MLB,32
Material 7576,MLB,32
Material 6752,MLB,32
Material 1849,MLB,32
Material 6549,MLB,32
Material 3682,MLB,32
Material 2546,MLB,32
Material 5916,MRH,5
Material 5370,MRH,5
Material 1189,MRH,5
Material 5702,MRH,5
Material 2347,MLB,32
Material 5035,MLB,32
Material 3933,MLB,32
Material 154,MLB,32
Material 2184,MRH,5
Material 3418,MRH,5
Material 2551,MRH,5
Material 1584,MRH,5
Material 4049,MRH,5
Material 4083,MRH,5
Material 5568,MRH,5
Material 4739,MRH,5
Material 2480,MLB,32
Material 4431,MRH,5
Material 6339,MRH,5
Material 4787,MRH,5
Material 5396,MRH,5
Material 7595,MRH,5
Material 1111,MRH,5
Material 85,MRH,5
Material 4646,MRH,5
Material 711,MLB,32
Material 4870,MLB,32
Material 443,MLB,32
Material 2862,MRH,5
Material 192,MRH,5
Material 7479,MRH,5
Material 2341,MRH,5
Material 4618,MRH,5
Material 6121,MRH,5
Material 3998,MRH,5
Material 7425,MRH,5
Material 5165,MLB,32
Material 4979,MLB,32
Material 6302,MLB,32
Material 6489,MRH,5
Material 7592,MLB,32
Material 3509,MLB,32
Material 6021,MLB,32
Material 6449,MLB,32
Material 5239,MLB,32
Material 1002,MLB,32
Material 1453,MRH,5
Material 3658,MRH,5
Material 6036,MRH,5
Material 2054,MRH,5
Material 1964,MLB,32
Material 6616,MRH,5
Material 1945,MRH,5
Material 7391,MRH,5
Material 831,MRH,5
Material 3374,MLB,32
Material 2830,MRH,5
Material 5016,MLB,32
Material 3378,MLB,32
Material 3527,MRH,5
Material 6277,MRH,5
Material 1194,MRH,5
Material 6897,MLB,32
Material 4580,MRH,5
Material 3663,MRH,5
Material 8040,MRH,5
Material 4249,MRH,5
Material 7284,MRH,5
Material 3609,MRH,5
Material 5265,MRH,5
Material 515,MRH,5
Material 684,MRH,5
Material 358,MRH,5
Material 4524,MRH,5
Material 3016,MRH,5
Material 492,MRH,5
Material 816,MRH,5
Material 2394,MRH,5
Material 2384,MRH,5
Material 3613,MRH,5
Material 4101,MRH,5
Material 4905,MRH,5
Material 91,MRH,5
Material 6089,MRH,5
Material 3689,MRH,5
Material 6248,MRH,5
Material 1046,MRH,5
Material 5587,MRH,5
Material 5061,MRH,5
Material 131,MRH,5
Material 5523,MRH,5
Material 1251,ROH,95
Material 6117,ROH,82
Material 1937,ROH,87
Material 959,ROH,82
Material 51,ROH,76
Material 4068,ERT,42
Material 7678,ERT,42
Material 6952,ERT,42
Material 680,ERT,42
Material 2874,ERT,42
Material 6172,ERT,42
Material 3380,ERT,42
Material 6138,ERT,42
Material 1309,ERT,42
Material 2576,ERT,42
Material 6859,ERT,42
Material 2534,ERT,42
Material 7465,ERT,42
Material 267,ERT,66
Material 7404,ERT,66
Material 3963,ERT,66
Material 6795,ERT,66
Material 7677,ERT,66
Material 4642,ERT,66
Material 6860,ERT,66
Material 2252,ERT,66
Material 4175,ERT,66
Material 1234,ERT,66
Material 6165,ERT,66
Material 2338,ERT,66
Material 3089,ERT,66
Material 320,ERT,66
Material 5398,ERT,66
Material 6884,ERT,66
Material 6719,ERT,66
Material 7806,ERT,66
Material 5465,ERT,66
Material 4115,ERT,66
Material 5404,ERT,66
Material 5269,ERT,66
Material 3681,ERT,66
Material 6425,ERT,66
Material 969,ERT,66
Material 5804,ERT,66
Material 6169,ERT,66
Material 4268,ERT,66
Material 7134,ERT,66
Material 4114,ERT,66
Material 7169,ERT,66
Material 5939,ERT,66
Material 4599,ERT,66
Material 3292,ERT,66
Material 2191,ERT,66
Material 6260,ERT,66
Material 2657,ERT,66
Material 6328,ERT,66
Material 1634,ERT,66
Material 6436,ERT,66
Material 5671,ERT,66
Material 1922,ERT,66
Material 2452,ERT,66
Material 865,ERT,66
Material 4512,ERT,66
Material 1683,ERT,66
Material 4063,ERT,66
Material 7875,ERT,66
Material 4823,ERT,66
Material 4799,ERT,66
Material 5338,ERT,63
Material 383,ERT,63
Material 2902,ERT,63
Material 705,ERT,63
Material 3381,ERT,63
Material 6801,ERT,63
Material 931,ERT,63
Material 4564,ERT,63
Material 2731,ERT,63
Material 7530,ERT,63
Material 3058,ERT,63
Material 5228,ERT,63
Material 2503,ERT,63
Material 2758,ERT,63
Material 1732,ERT,63
Material 5457,ERT,63
Material 7037,ERT,63
Material 5676,ROH,82
Material 4934,ROH,82
Material 1878,ROH,13
Material 197,ROH,13
Material 6362,ROH,13
Material 1663,ROH,13
Material 7642,ROH,82
Material 287,ROH,21
Material 1639,NBW,7
Material 860,ROH,22
Material 7468,ROH,82
Material 2711,ROH,82
Material 5759,ERT,50
Material 4560,ROH,87
Material 1240,ROH,104
Material 7478,ROH,0
Material 2808,ERT,49
Material 3805,ERT,49
Material 4481,ERT,49
Material 2515,ERT,49
Material 3672,ERT,49
